product,vendor,category,price,ranking,skin_type,skin_type_code,skin_problem_code
skin1004-bloody-peel,SKIN1004,Serum,17.95,4.77,Normal,N,
skin1004-tea-trica-bha-foam,SKIN1004,Cleanser,13.65,4.67,Normal,N,
madagascar-centella-hyalu-cica-brightening-toner,SKIN1004,Toner,18.56,4.33,Normal,N,
skin1004-madagascar-centella-tea-trica-spot-cream,SKIN1004,Moisturisers,16.6,4.7,"Acne, Dry, Normal","D, N",A
skin1004-centella-tone-brightening-boosting-toner,SKIN1004,Toner,19.54,4.53,Normal,N,
skin1004-madagascar-centella-probio-cica-essence-toner,SKIN1004,Toner,24.45,4.33,"Anti-aging, Dry, Normal","D, N",Age
skin1004-madagascar-centella-poremizing-clear-toner,SKIN1004,Toner,21.31,4.92,Normal,N,
skin1004-madagascar-centella-tone-brightening-cleansing-gel-foam,SKIN1004,Cleanser,18.95,4.73,Normal,N,
skin1004-mummy-pack,SKIN1004,Face Mask,21.49,4.86,Normal,N,
skin1004-madagascar-centella-hyalu-cica-silky-fit-sun-stick,SKIN1004,Sunscreen,18.95,4.6,"Sensitive, Normal",N,S
skin1004-madagascar-centella-tea-trica-purifying-toner,SKIN1004,Toner,17.45,5.0,Normal,N,
skin1004-madagascar-centella-quick-calming-pad,SKIN1004,Toner Pads,19.1,5.0,"Acne, Dry, Normal","D, N",A
skin1004-witch-pack,SKIN1004,Face Mask,15.62,4.75,Normal,N,
skin1004-zombie-beauty-pumpkin-pack,SKIN1004,Face Mask,21.5,5.0,"Sensitive, Dry",D,S
skin1004-madagascar-centella-tea-trica-b5-cream,SKIN1004,Moisturisers,19.54,3.5,Dry,D,
skin1004-bloody-peel-light,SKIN1004,Serum,16.95,4.0,Normal,N,
skinfood-apricot-food-mask,Skinfood,Face Mask,16.45,5.0,Normal,N,
black-sugar-mask-wash-off,Skinfood,Face Mask,12.95,4.73,Normal,N,
black-sugar-perfect-cleansing-oil,Skinfood,Cleanser,14.96,4.48,Normal,N,
black-sugar-perfect-essential-scrub-2x,Skinfood,Face Mask,13.65,4.95,Normal,N,
black-sugar-perfect-scrub-foam,Skinfood,Cleanser,14.95,4.73,Normal,N,
black-sugar-strawberry-mask-wash-off,Skinfood,Face Mask,13.45,4.93,Normal,N,
skinfood-carrot-carotene-calming-water-pad,Skinfood,Toner,25.42,4.71,Normal,N,
egg-white-perfect-pore-cleansing-foam,Skinfood,Cleanser,10.95,4.6,Normal,N,
egg-white-pore-mask,Skinfood,Face Mask,10.77,4.71,Normal,N,
skinfood-honey-sugar-food-mask-1,Skinfood,Face Mask,16.95,4.67,Normal,N,
skinfood-lavender-food-mask,Skinfood,Face Mask,16.45,4.5,Normal,N,
skinfood-pear-mint-food-mask,Skinfood,Face Mask,16.51,4.67,Normal,N,
rice-daily-brightening-cleansing,Skinfood,Cleanser,11.95,4.62,Normal,N,
skinfood-rice-daily-brightening-scrub-foam,Skinfood,Cleanser,12.95,4.7,Normal,N,
rice-mask-wash-off,Skinfood,Face Mask,13.95,4.65,Normal,N,
skinfood-royal-honey-propolis-enrich-barrier-cream,Skinfood,Moisturisers,32.51,5.0,Normal,N,
royal-honey-propolis-enrich-cream,Skinfood,Moisturisers,32.51,4.0,Normal,N,
skinfood-royal-honey-propolis-enrich-essence,Skinfood,Essence,27.1,4.61,Normal,N,
skinfood-royal-honey-propolis-enrich-toner,Skinfood,Toner,23.95,5.0,Normal,N,
skinfood-paprika-sous-vide-mask-sheet,Skinfood,Face Mask,2.95,4.94,Normal,N,
skinfood-strawberry-sugar-food-mask,Skinfood,Face Mask,17.95,5.0,Normal,N,
skinfood-yuja-c-dark-spot-clear-cream,Skinfood,Moisturisers,35.95,4.8,Normal,N,
skinfood-yuja-c-dark-spot-clear-essence,Skinfood,Essence,35.51,4.75,Normal,N,
clear-spot-patch,Some By Mi,Face Mask,3.67,4.51,"Oily, Acne",O,A
aha-bha-pha-30-days-miracle-toner,Some By Mi,Toner,16.6,4.58,"Combination, Oily, Acne","C, O",A
some-by-mi-retinol-intense-reactivating-serum,Some By Mi,Serum,22.48,4.6,Normal,N,
some-by-mi-aha-bha-pha-30-days-miracle-cream,Some By Mi,Moisturisers,18.07,4.54,"Combination, Oily, Acne","C, O",A
aha-bha-pha-30-days-miracle-serum,Some By Mi,Serum,17.14,4.56,"Combination, Oily, Acne","C, O",A
bye-bye-blackhead-30-days-miracle-green-tea-tox-bubble-cleanser,Some By Mi,Cleanser,16.11,4.51,Normal,N,
some-by-mi-aha-bha-pha-30-days-miracle-acne-foam,Some By Mi,Cleanser,13.45,4.55,Acne,,A
some-by-mi-yuja-niacin-blemish-care-serum,Some By Mi,Serum,18.07,4.49,Normal,N,
some-by-mi-retinol-intensive-mask,Some By Mi,Face Mask,3.95,4.82,Normal,N,
some-by-mi-galactomyces-pure-vitamin-c-glow-serum,Some By Mi,Serum,20.52,4.46,"Sensitive, Normal",N,S
aha-bha-pha-30-days-miracle-starter-kit,Some By Mi,,18.56,4.5,Normal,N,
30-days-miracle-ac-sos-kit,Some By Mi,Set,18.95,4.49,Normal,N,
some-by-mi-hyaluron-moisturizing-glow-luminous-ampoule-mask,Some By Mi,Face Mask,2.25,4.88,Normal,N,
miracle-cleansing-bar,Some By Mi,Cleanser,10.08,4.66,Normal,N,
some-by-mi-super-matcha-pore-clean-clay-mask,Some By Mi,Face Mask,18.56,4.55,Normal,N,
some-by-mi-diamond-brightening-calming-glow-luminous-ampoule-mask,Some By Mi,Face Mask,2.25,4.57,Normal,N,
some-by-mi-real-care-mask,Some By Mi,Face Mask,2.85,4.86,Normal,N,
some-by-mi-yuja-niacin-30-days-miracle-brightening-sleeping-mask,Some By Mi,Face Mask,17.45,4.24,Normal,N,
some-by-mi-aha-bha-pha-30-days-miracle-acne-clear-body-cleanser,Some By Mi,Cleanser,20.95,4.36,Normal,N,
some-by-mi-aha-bha-pha-30-days-miracle-truecica-clear-pad,Some By Mi,Toner Pads,21.95,4.79,Normal,N,
some-by-mi-yuja-niacin-30-days-miracle-brightening-toner,Some By Mi,Toner,18.45,4.59,Normal,N,
some-by-mi-micro-pin-spot-patch,Some By Mi,Face Mask,10.72,4.0,"Acne, Normal",N,A
some-by-mi-beta-panthenol-repair-cream,Some By Mi,Moisturisers,20.18,4.77,Dry,D,
some-by-mi-super-matcha-pore-clean-cleansing-gel,Some By Mi,Cleanser,14.15,4.7,Normal,N,
some-by-mi-retinol-intense-daily-mask,Some By Mi,Face Mask,31.3,4.77,"Normal, Combination, Dry","N, C, D",
truecica-mineral-100-calming-suncream,Some By Mi,Sunscreen,14.94,4.0,Normal,N,
some-by-mi-yuja-niacin-brightening-moisture-gel-cream,Some By Mi,Moisturisers,17.09,4.5,Normal,N,
some-by-mi-super-matcha-pore-tightening-serum,Some By Mi,Serum,19.54,4.56,Normal,N,
galactomyces-pure-vitamin-c-glow-toner,Some By Mi,Toner,20.03,4.61,Normal,N,
some-by-mi-propolis-b5-glow-barrier-calming-cream,Some By Mi,Moisturisers,20.52,4.66,Normal,N,
some-by-mi-propolis-b5-glow-barrier-calming-starter-kit,Some By Mi,Set,19.19,4.62,Normal,N,
some-by-mi-propolis-b5-glow-barrier-calming-oil-to-foam,Some By Mi,Cleanser,19.95,3.62,Normal,N,
some-by-mi-yuja-niacin-brightening-all-in-one-cleanser-1,Some By Mi,Cleanser,17.04,4.38,"Dry, Normal","D, N",
some-by-mi-propolis-b5-glow-barrier-calming-serum,Some By Mi,Serum,20.52,4.36,"Acne, Dry, Normal","D, N",A
some-by-mi-galactomyces-glutathione-daily-mask,Some By Mi,Face Mask,29.95,4.78,"Dry, Normal","D, N",
snail-truecica-miracle-repair-serum,Some By Mi,Serum,21.5,4.19,Normal,N,
snail-truecica-miracle-repair-cream,Some By Mi,Moisturisers,20.52,4.88,Normal,N,
snail-truecica-miracle-repair-starter-kit,Some By Mi,Set,18.62,4.44,Normal,N,
some-by-mi-yuja-niacin-brightening-30-days-blemish-care-serum-mask,Some By Mi,Face Mask,2.51,4.78,Normal,N,
snail-truecica-miracle-repair-low-ph-gel-cleanser,Some By Mi,Cleanser,14.64,4.47,Normal,N,
some-by-mi-galactomyces-glutathione-glow-serum-mask,Some By Mi,Face Mask,2.95,4.78,"Dry, Normal","D, N",
some-by-mi-super-matcha-pore-tightening-toner,Some By Mi,Toner,15.78,4.0,Normal,N,
son-and-park-beauty-water,Son & Park,Toner,24.95,4.53,Normal,N,
thank-you-farmer-sun-project-shimmer-sun-essence-spf30-pa,Thank You Farmer,Sunscreen,19.11,5.0,Normal,N,
thank-you-farmer-sun-project-light-sun-essence-spf50-pa,Thank You Farmer,Sunscreen,22.95,4.14,Normal,N,
thank-you-farmer-sun-project-water-sun-cream-spf50-pa,Thank You Farmer,Sunscreen,19.54,3.86,Normal,N,
the-plant-base-time-stop-collagen-ampoule,The Plant Base,Serum,23.95,4.73,Normal,N,
the-plant-base-ac-clear-magic-cica-cream,The Plant Base,Moisturisers,15.95,3.83,Normal,N,
the-plant-base-ac-clear-pure-n-skin-lotion,The Plant Base,Toner,12.96,5.0,Normal,N,
the-plant-base-ac-clear-magic-gel,The Plant Base,Moisturisers,14.95,3.0,Normal,N,
the-plant-base-nature-solution-natural-cleansing-foam,The Plant Base,Cleanser,12.95,5.0,Normal,N,
the-plant-base-ac-clear-magic-foam-a1,The Plant Base,Cleanser,13.95,5.0,Normal,N,
the-plant-base-ac-clear-moisture-cica-cream,The Plant Base,Moisturisers,15.95,0.0,Normal,N,
the-plant-base-ac-clear-moisture-pure-n-cream,The Plant Base,Moisturisers,13.69,5.0,Normal,N,
the-plant-base-nature-solution-hydrating-bamboo-water,The Plant Base,Toner,17.95,0.0,Normal,N,
the-skin-house-uv-protection-sunblock-spf50,The SKIN HOUSE,Sunscreen,24.95,5.0,Normal,N,
tiam-vita-b3-source,TIA'M,Serum,17.58,4.71,Normal,N,
tiam-ac-fighting-spot-rx-cream,TIA'M,Moisturisers,14.95,4.65,Normal,N,
tiam-my-signature-c-source,TIA'M,Serum,16.6,4.26,Normal,N,
tiam-vita-b3-mist-toner,TIA'M,Toner,19.95,4.78,Normal,N,
tiam-snail-azulene-water-essence,TIA'M,Toner,14.64,4.93,Normal,N,
tiam-vita-a-anti-wrinkle-moisturizer,TIA'M,Moisturisers,19.54,4.92,Normal,N,
tiam-vitamin-c24-surprise-serum,TIA'M,Serum,15.62,3.86,"Dry, Normal","D, N",
tiam-hyaluronic-water-plumping-serum,TIA'M,Serum,18.56,4.57,Normal,N,
tiam-vita-b5-toner,TIA'M,Toner,14.95,4.17,Normal,N,
tiam-my-signature-panthenol-moist-cream,TIA'M,Moisturisers,17.95,5.0,Normal,N,
tiam-my-signature-a-cream,TIA'M,Moisturisers,17.95,5.0,Normal,N,
tiam-ac-fighting-aha-bha-pha-toner,TIA'M,Toner,18.56,3.5,Normal,N,
tiam-my-signature-red-c-cream,TIA'M,Moisturisers,18.45,3.0,Normal,N,
tiam-vita-refre-c-toner,TIA'M,Toner,18.56,2.67,Normal,N,
tirtir-milk-skin-toner,TirTir,Toner,25.95,4.44,"Acne, Sensitive, Acne, Normal",N,"A, S, A"
tirtir-ceramic-milk-ampoule,TirTir,Serum,14.95,4.73,"Dry, Sensitive, Dry","D, D",S
tirtir-pure-vitamin-c24-serum,TirTir,Serum,24.95,3.6,"Acne, Sensitive, Normal",N,"A, S"
tirtir-sos-serum,TirTir,Serum,30.32,4.5,"Acne, Dry, Normal","D, N",A
tirtir-niacinamide-20-serum,TirTir,Serum,27.95,4.57,"Dry, Normal","D, N",
tirtir-ceramic-cream,TirTir,Moisturisers,26.45,4.2,"Dry, Normal, Combination, Dry","D, N, C, D",
tirtir-ceramic-peptifill-cream,TirTir,Moisturisers,31.95,5.0,"Dry, Normal, Combination, Dry","D, N, C, D",
tirtir-nmf-hydro-ampoule-mask,TirTir,Face Mask,35.95,4.0,"Dry, Normal","D, N",
tirtir-collagen-core-glow-essence,TirTir,Essence,38.95,5.0,"Anti-aging, Dry, Normal","D, N",Age
tirtir-tea-tree-clear-ampoule-mask,TirTir,Face Mask,35.95,0.0,"Sensitive, Acne, Normal",N,"S, A"
tirtir-galactomyces-ampoule-mask,TirTir,Face Mask,35.95,0.0,"Dry, Sensitive, Normal","D, N",S
tocobo-cotton-soft-sun-stick-spf50-pa,TOCOBO,Sunscreen,17.58,4.65,Normal,N,
tocobo-bio-watery-sun-cream-spf50-pa,TOCOBO,Sunscreen,17.58,4.72,Normal,N,
tocobo-multi-ceramide-cream,TOCOBO,Moisturisers,23.46,4.61,Normal,N,
tocobo-vita-tone-up-sun-cream-spf50-pa,TOCOBO,Sunscreen,14.64,4.24,"Dry, Normal","D, N",
tocobo-coconut-clay-cleansing-foam,TOCOBO,Cleanser,13.69,4.33,Normal,N,
tocobo-bifida-biome-essence,TOCOBO,Essence,23.95,4.38,Normal,N,
tocobo-bio-watery-sun-cream-mini-gift-set,TOCOBO,Sunscreen,19.95,4.67,"Dry, Normal","D, N",
tocobo-vita-berry-pore-toner,TOCOBO,Toner,18.95,5.0,Normal,N,
tocobo-aha-bha-lemon-toner,TOCOBO,Toner,21.53,4.71,Normal,N,
tocobo-calamine-pore-control-cleansing-oil,TOCOBO,Cleanser,14.95,0.0,"Sensitive, Dry",D,S
tocobo-cica-calming-powder-wash,TOCOBO,Cleanser,19.95,0.0,Normal,N,
tocobo-cica-cooling-sun-stick-spf50-pa,TOCOBO,Sunscreen,18.75,0.0,"Dry, Sensitive, Normal","D, N",S
tocobo-cica-calming-aqua-pad,TOCOBO,Toner,14.95,0.0,"Dry, Normal","D, N",
tocobo-cica-calming-sun-serum-spf50-pa,TOCOBO,Sunscreen,21.45,0.0,"Dry, Sensitive, Normal","D, N",S
tocobo-cica-calming-aqua-toner,TOCOBO,Toner,18.95,0.0,"Sensitive, Dry, Normal","D, N",S
tocobo-cica-calming-serum,TOCOBO,Serum,21.95,0.0,"Dry, Normal","D, N",
tocobo-cica-calming-gel-cream,TOCOBO,Moisturisers,22.95,0.0,"Dry, Sensitive, Normal","D, N",S
i-m-real,Tonymoly,Face Mask,3.75,4.44,Normal,N,
tonymoly-the-chok-chok-green-tea-watery-cream,Tonymoly,Moisturisers,27.85,5.0,Normal,N,
tonymoly-the-chok-chok-green-tea-watery-skin,Tonymoly,Toner,20.95,5.0,Normal,N,
tonymoly-runaway-strawberry-3-step-nose-pack,Tonymoly,Face Mask,3.75,0.0,Normal,N,
tonymoly-the-chok-chok-green-tea-watery-lotion,Tonymoly,Moisturisers,23.95,5.0,Normal,N,
torriden-dive-in-low-molecular-hyaluronic-acid-soothing-cream,Torriden,Moisturisers,21.95,4.67,"Sensitive, Normal",N,S
dive-in-low-molecular-hyaluronic-acid-serum,Torriden,Serum,22.25,4.78,Normal,N,
torriden-dive-in-low-molecular-hyaluronic-acid-mask,Torriden,Face Mask,2.79,4.79,"Sensitive, Acne, Normal",N,"S, A"
torriden-dive-in-low-molecular-hyaluronic-acid-cream,Torriden,Moisturisers,19.95,4.56,Normal,N,
torriden-dive-in-low-molecular-hyaluronic-acid-multi-pad,Torriden,Exfoliators,22.95,4.9,"Sensitive, Normal",N,S
torriden-dive-in-low-molecular-hyaluronic-acid-skin-booster,Torriden,Toner,20.95,4.5,"Sensitive, Acne, Normal",N,"S, A"
torriden-solid-in-ceramide-cream,Torriden,Moisturisers,23.95,4.71,"Sensitive, Dry",D,S
torriden-solid-in-ceramide-all-day-essence,Torriden,Essence,29.95,4.56,"Sensitive, Dry, Normal","D, N",S
torriden-balanceful-cica-cream,Torriden,Moisturisers,23.95,4.67,"Sensitive, Normal",N,S
torriden-dive-in-low-molecular-hyaluronic-acid-cleansing-water-copy,Torriden,Cleanser,17.95,5.0,"Acne, Sensitive, Normal",N,"A, S"
torriden-dive-in-mild-sun-cream-spf50,Torriden,Moisturisers,22.95,4.5,"Sensitive, Normal",N,S
torriden-balanceful-cica-toner-pad,Torriden,Toner Pads,23.95,5.0,"Sensitive, Pore care, Normal",N,"S, Pore"
torriden-balanceful-cica-cleansing-gel,Torriden,Cleanser,21.95,4.5,"Pore care, Normal",N,Pore
torriden-balanceful-cica-serum,Torriden,Serum,23.95,5.0,"Acne, Sensitive, Normal",N,"A, S"
torriden-dive-in-low-molecular-hyaluronic-acid-cleansing-foam,Torriden,Cleanser,14.95,4.0,"Sensitive, Normal",N,S
touch-in-sol-pretty-filter-waterful-glow-cream,Touch in Sol,Moisturisers,24.95,1.0,Normal,N,
ultru-im-sorry-for-my-skin-ph5-5-jelly-mask-soothing,Ultru,Face Mask,1.95,4.91,Normal,N,
copy-of-copy-of-im-sorry-for-my-skin-relaxing-jelly-mask,Ultru,Face Mask,1.95,4.83,Normal,N,
im-sorry-for-my-skin-pore-care-jelly-mask,Ultru,Face Mask,1.95,4.5,Normal,N,
copy-of-im-sorry-for-my-skin-relaxing-jelly-mask,Ultru,Face Mask,1.95,4.93,Normal,N,
brightening-jelly-mask,Ultru,Face Mask,1.95,4.88,Normal,N,
s-o-s-green-soothing-jelly-mask,Ultru,Face Mask,1.95,5.0,Normal,N,
im-sorry-for-my-skin-green-mud-soothing-mask,Ultru,Face Mask,1.95,5.0,Normal,N,
sisua-by-unleashia-tasmanian-pepper-calming-2-piece-pad,Unleashia,Toner Pads,23.95,5.0,Normal,N,
vt-cosmetics-daily-soothing-mask,VT Cosmetics,Face Mask,26.95,4.88,Normal,N,
vt-cosmetics-cica-cream,VT Cosmetics,Moisturisers,18.56,5.0,Normal,N,
vt-cosmetics-essence-sun-pact,VT Cosmetics,Sunscreen,17.95,4.5,Dry,D,
vt-cosmetics-cica-mild-foam-cleanser,VT Cosmetics,Cleanser,13.66,4.2,Normal,N,
vt-cosmetics-cica-double-mist,VT Cosmetics,Toner,18.56,5.0,Normal,N,
vt-cosmetics-cica-pro-mask,VT Cosmetics,Face Mask,2.88,5.0,Normal,N,
vt-cosmetics-cica-skin-toner,VT Cosmetics,Toner,18.95,5.0,Normal,N,
vt-cosmetics-cica-mild-toner-pad,VT Cosmetics,Exfoliators,18.95,5.0,Normal,N,
vt-cosmetics-cica-purifying-mask,VT Cosmetics,Face Mask,23.95,5.0,Normal,N,
yadah-charcoal-cleansing-nose-pack,Yadah,Face Mask,1.46,3.55,Normal,N,
yadah-cleansing-nose-pack,Yadah,Face Mask,1.24,3.57,Normal,N,
yadah-collagen-mask-pack,Yadah,Face Mask,1.9,4.71,Normal,N,
yadah-pore-care-mask-pack,Yadah,Face Mask,1.9,3.33,Normal,N,
soothing-mask-pack,Yadah,Face Mask,1.95,4.71,Normal,N,
yadah-cactus-soothing-gel,Yadah,Moisturisers,8.32,4.75,Normal,N,
yadah-green-tea-pure-cleansing-balm,Yadah,Cleanser,21.5,5.0,Normal,N,
yadah-oh-my-sun-protection-milk,Yadah,Sunscreen,17.95,3.75,Normal,N,
yadah-oh-my-sun-protection-tone-up-base,Yadah,Sunscreen,17.95,4.75,Normal,N,
yadah-revitalizing-jelly-pack,Yadah,Face Mask,1.95,5.0,Normal,N,
yadah-cactus-toner,Yadah,Toner,15.94,0.0,Normal,N,
yadah-soothing-jelly-pack,Yadah,Face Mask,1.95,4.0,Normal,N,
yadah-anti-t-red-zero-spot-cream,Yadah,Moisturisers,15.62,0.0,Normal,N,
yadah-cactus-cream,Yadah,Moisturisers,19.95,5.0,Normal,N,
yadah-brightening-jelly-pack,Yadah,Face Mask,2.51,5.0,Normal,N,
yadah-anti-trouble-bubble-cleanser,Yadah,Cleanser,14.41,0.0,Normal,N,
yadah-cactus-toner-pads,YADAH,Toner,18.56,0.0,Normal,N,
yadah-anti-t-toner,YADAH,Essence,17.44,3.0,Normal,N,
yadah-anti-t-cream,Yadah,Moisturisers,23.95,0.0,Normal,N,
yadah-anti-t-emulsion,Yadah,Moisturisers,20.95,4.0,Normal,N,
9wishes-mega-vitamin-ampule-serum,9wishes,Serum,14.65,4.5,Normal,N,
